sample_id,true_class,pred_class,correct,confidence,shap_instability,jaccard_sl,xcs,flag_review
38,Synthetic,Benign,N/A,0.998993,0.197746,0.111111,0.673607,False
39,Synthetic,Benign,N/A,0.999323,0.289666,0.25,0.687829,False
40,Synthetic,Benign,N/A,0.999323,0.259139,0.111111,0.655321,False
41,Synthetic,Benign,N/A,0.999323,0.113016,0.111111,0.699158,False
42,Synthetic,Benign,N/A,0.998993,0.24915,0.111111,0.658185,False
43,Synthetic,Benign,N/A,0.999323,0.25024,0.0,0.624657,False
44,Synthetic,Benign,N/A,0.999323,0.256217,0.111111,0.656197,False
45,Synthetic,Benign,N/A,0.999323,0.170939,0.25,0.723447,False
46,Synthetic,Benign,N/A,0.999323,0.279292,0.25,0.690941,False
47,Synthetic,Benign,N/A,0.999323,0.15207,0.111111,0.687441,False
48,Synthetic,Benign,N/A,0.998993,0.297007,0.111111,0.643828,False
49,Synthetic,Benign,N/A,0.999323,0.254729,0.25,0.69831,False
50,Synthetic,Benign,N/A,0.999323,0.205577,0.0,0.638056,False
51,Synthetic,Benign,N/A,0.999323,0.204867,0.111111,0.671602,False
52,Synthetic,Benign,N/A,0.999323,0.298639,0.111111,0.643471,False
53,Synthetic,Benign,N/A,0.998993,0.300116,0.111111,0.642895,False
54,Synthetic,Benign,N/A,0.999323,0.120205,0.111111,0.697001,False
55,Synthetic,Benign,N/A,0.999323,0.273232,0.111111,0.651093,False
56,Synthetic,Benign,N/A,0.999323,0.154157,0.111111,0.686815,False
57,Synthetic,Benign,N/A,0.999323,0.165161,0.0,0.650181,False
58,Synthetic,Benign,N/A,0.999323,0.263394,0.111111,0.654044,False
59,Synthetic,Benign,N/A,0.999323,0.168037,0.25,0.724318,False
60,Synthetic,Benign,N/A,0.999323,0.119328,0.111111,0.697264,False
61,Synthetic,Benign,N/A,0.999323,0.180346,0.111111,0.678959,False
62,Synthetic,Benign,N/A,0.999323,0.266082,0.428571,0.748476,False
63,Synthetic,Benign,N/A,0.999323,0.307036,0.0,0.607618,False
64,Synthetic,Benign,N/A,0.999323,0.268371,0.111111,0.652551,False
65,Synthetic,Benign,N/A,0.999323,0.28829,0.0,0.613242,False
66,Synthetic,Benign,N/A,0.999323,0.277174,0.111111,0.64991,False
67,Synthetic,Benign,N/A,0.999323,0.254823,0.428571,0.751854,False
68,Synthetic,Benign,N/A,0.999323,0.227556,0.111111,0.664795,False
69,Synthetic,Benign,N/A,0.998993,0.166075,0.25,0.724775,False
70,Synthetic,Benign,N/A,0.998993,0.205994,0.111111,0.671132,False
71,Synthetic,Benign,N/A,0.999323,0.28816,0.25,0.688281,False
72,Synthetic,Benign,N/A,0.999323,0.250017,0.0,0.624724,False
73,Synthetic,Benign,N/A,0.999323,0.247651,0.25,0.700434,False
74,Synthetic,Benign,N/A,0.999323,0.145035,0.25,0.731219,False
75,Synthetic,Benign,N/A,0.999323,0.225659,0.0,0.632031,False
76,Synthetic,Benign,N/A,0.998993,0.187314,0.25,0.718403,False
77,Synthetic,Benign,N/A,0.999323,0.200924,0.0,0.639452,False
78,Synthetic,Benign,N/A,0.999323,0.257615,0.111111,0.655778,False
79,Synthetic,Benign,N/A,0.999323,0.262265,0.111111,0.654383,False
80,Synthetic,Benign,N/A,0.998993,0.280182,0.111111,0.648876,False
81,Synthetic,Benign,N/A,0.998993,0.214355,0.25,0.710291,False
82,Synthetic,Benign,N/A,0.999323,0.236509,0.0,0.628776,False
83,Synthetic,Benign,N/A,0.999323,0.259329,0.25,0.69693,False
84,Synthetic,Benign,N/A,0.999323,0.264773,0.111111,0.65363,False
85,Synthetic,Benign,N/A,0.998993,0.226639,0.25,0.706605,False
86,Synthetic,Benign,N/A,0.999323,0.253896,0.111111,0.656894,False
87,Synthetic,Benign,N/A,0.999323,0.13655,0.25,0.733764,False
88,Synthetic,Benign,N/A,0.999323,0.153217,0.111111,0.687097,False
89,Synthetic,Benign,N/A,0.999323,0.275398,0.111111,0.650443,False
90,Synthetic,Benign,N/A,0.999323,0.256387,0.0,0.622813,False
91,Synthetic,Benign,N/A,0.998993,0.211056,0.25,0.71128,False
92,Synthetic,Benign,N/A,0.999323,0.151452,0.25,0.729293,False
93,Synthetic,Benign,N/A,0.998993,0.16514,0.25,0.725055,False
94,Synthetic,Benign,N/A,0.999323,0.135775,0.0,0.658996,False
95,Synthetic,Benign,N/A,0.999323,0.208967,0.111111,0.670372,False
96,Synthetic,Benign,N/A,0.99927,0.302689,0.0,0.608901,False
97,Synthetic,Benign,N/A,0.999323,0.138884,0.111111,0.691397,False
98,Synthetic,Benign,N/A,0.999323,0.208147,0.111111,0.670618,False
99,Synthetic,Benign,N/A,0.999323,0.217235,0.111111,0.667892,False
